site,plot,date,observer,start_time,transectID,position,herb,wood,litter,bare,rocky,canopy,automatic_sum,notes,year,season,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,14:09,QL1,48,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,3,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,6,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,9,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,12,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,18,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,21,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,24,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,27,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,30,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,33,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,36,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,39,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,42,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,15:43,CENTER,45,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:05,CENTER,48,11,3,2,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,0,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,3,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,6,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,9,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,12,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,18,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,21,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,24,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,27,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,30,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,33,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,36,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,39,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,42,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:07,QL2,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
High Hope ,Statue,6/9/2023,EAL,16:38,QL2,48,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
